42.3,20.8,22.7,7.3,6.5
38.7,32,16.8,7.2,4.9
21.8,45.4,15,12.6,4.7
41.2,20.9,23.7,6.5,7.2
61.1,1.6,30.1,2.2,4.6
42.9,20.3,23.2,6.3,6.8
38.1,27.5,17.3,8.1,8.4
51.1,15.2,21,6,6.1
42.1,20.8,22.9,6.8,6.9
34.2,30,21.8,6.9,6.6
38.6,26.3,21.8,5.9,6.7
38.6,24.8,23.5,5.6,6.8
64.8,3.3,23.8,2.6,4.9
59.9,2.5,30.7,2.1,4
21.7,48.6,14.9,8.8,5.2
36.7,37.2,13.4,6.7,5.3
45.5,18.3,20.9,6.1,8.5
